Mean Before,Mean After,Mean Change,Mean % Change,Std Dev Before,Std Dev After,Std Dev Change,Std Dev % Change,Min Before,Min After,Min Change,Min % Change,Max Before,Max After,Max Change,Max % Change,Capped_Lower,Capped_Upper,Total_Capped,Percent_Capped
67.1888035126235,67.45240413590555,0.26360062328205913,0.39232819979080835,16.445232758951132,15.828506275088163,-0.6167264838629691,-3.7501839767350527,18.0,34.29833799472123,16.29833799472123,90.54632219289573,92.0,92.0,0.0,0.0,180,0,180,3.95
14.365532381997804,13.37515330483754,-0.9903790771602647,-6.894134173553917,16.661187429931626,12.086853495495903,-4.574333934435723,-27.45502956300693,-1.0,-1.0,0.0,-0.0,294.0,47.687907241861055,-246.31209275813893,-83.77962338712209,0,180,180,3.95
6.6042016792800275,6.088305532121714,-0.5158961471583137,-7.811635262092046,8.07328034119052,5.841343183086081,-2.231937158104439,-27.645976155651596,0.1583,0.1583,0.0,0.0,104.2483,22.750762361661067,-81.49753763833894,-78.17637087447848,0,201,201,4.41
83.12121629111597,82.0768159992456,-1.0444002918703745,-1.2564785965265048,25.28940806100168,21.26421115840047,-4.025196902601209,-15.916532695790494,24.010136533333338,32.54240016911261,8.532263635779273,35.536089617540945,444.7625,133.70003241311935,-311.06246758688064,-69.93900510651879,7,162,169,3.71
89.28962026763345,89.15525875856868,-0.1343615090647745,-0.1504783071784203,13.633819179253148,13.030543350818757,-0.6032758284343913,-4.424848389895093,49.70212765957446,62.021981909127156,12.319854249552698,24.78737798497333,148.953488372093,116.55725862613974,-32.39622974595326,-21.74922527831367,72,132,204,4.48
114.03923589681882,113.52675887834681,-0.512477018472012,-0.449386576858244,29.470157376349945,15.125675857974167,-14.344481518375778,-48.674601004633075,34.697674418604656,55.09892114411893,20.401246725514277,58.79715879337224,1613.4545454545448,172.97955064951873,-1440.4749948050262,-89.27893251552453,3,7,10,0.22
59.17540731449782,58.820823209105356,-0.3545841053924619,-0.5992085589000917,12.635000023445647,9.130410768381658,-3.5045892550639888,-27.737152738906477,17.000000000000004,33.90540726760652,16.905407267606517,99.44357216239126,479.8070714285721,84.44540736138912,-395.36166406718297,-82.40013280547068,13,52,65,1.43
75.41060720869174,75.29157717628408,-0.11903003240766452,-0.15784255930768484,9.82735668843121,8.890568913905653,-0.9367877745255573,-9.532449103311231,38.25,55.755893831829326,17.505893831829326,45.767042697593006,195.2765957446809,95.06532058555416,-100.21127515912673,-51.31760658617297,78,144,222,4.87
20.48475534869706,20.411599284930947,-0.07315606376611328,-0.3571244201887253,3.672782592799995,3.4282073478685247,-0.24457524493147043,-6.659126663552803,7.333333333333333,13.13919016309707,5.805856829763736,79.17077495132368,36.37371663244356,27.83032053429705,-8.54339609814651,-23.487828270279703,41,164,205,4.5
34.03113439285677,34.66367363757347,0.6325392447166962,1.8587074924233733,7.115936855104829,3.4755017646308115,-3.6404350904740177,-51.15890099365403,-73.27777777777777,19.799260682647112,93.07703846042489,-127.0194611287072,39.72221035427518,39.72221035427518,0.0,0.0,196,0,196,4.3
40.21298574866128,39.22691282210345,-0.9860729265578314,-2.4521256211139666,22.30658166364733,5.9335325577686095,-16.37304910587872,-73.40008143229588,18.68888888888889,18.68888888888889,0.0,0.0,536.6666666666666,84.82614907595594,-451.8405175907107,-84.19388526534982,0,45,45,0.99
96.50800058494401,96.60139670427178,0.09339611932776393,0.09677551991718956,3.9957347812976893,2.000455016675755,-1.9952797646219342,-49.93524029575181,42.0,88.51653102234863,46.51653102234863,110.75364529130627,215.7073170731707,104.4994701475394,-111.20784692563132,-51.554972003062915,73,9,82,1.8
21.259942869698968,21.015937203221892,-0.24400566647707578,-1.1477249396791573,5.945320447084514,5.209378122317307,-0.7359423247672074,-12.378514014801361,9.0,9.36930197552994,0.3693019755299396,4.103355283665996,54.0,33.150583763868,-20.849416236132,-38.61003006691111,2,198,200,4.39
59.898967713595425,58.81856891935171,-1.0803987942437132,-1.8037018591198397,37.93658904185926,34.90797409969072,-3.028614942168538,-7.9833612316246,6.0,6.0,0.0,0.0,290.0,135.77214579731395,-154.22785420268605,-53.1820186905814,0,216,216,4.74
12.712848671205798,12.695397767877466,-0.017450903328331435,-0.13726981087926565,1.8755422786448424,1.7756488423219476,-0.09989343632289471,-5.326109544972342,4.9,8.961764113916113,4.061764113916112,82.89314518196147,25.5,16.46393322849548,-9.036066771504519,-35.43555596668439,59,134,193,4.24
3.2047765486725663,2.934953294999345,-0.26982325367322124,-8.419409265366202,4.573387123256102,2.488780068848135,-2.0846070544079667,-45.58125079347744,0.9,0.9,0.0,0.0,88.6,12.35155079518477,-76.24844920481523,-86.05919774809846,0,100,100,2.2
145.34710017574693,145.2450673402394,-0.1020328355075435,-0.07019942976789365,5.6650695595248886,5.0115318567651865,-0.653537702759702,-11.5362696943568,120.0,134.01696105669714,14.016961056697141,11.68080088058095,182.0,156.67723929479672,-25.32276070520328,-13.913604783078725,86,137,223,4.9
9.654581410678972,9.494104570631439,-0.16047684004753293,-1.6621833015984393,3.4897743205585194,2.792108445833651,-0.6976658747248683,-19.991718966320168,-21.0,2.675032769561933,23.675032769561934,-112.73825128362827,44.0,16.63413005179601,-27.36586994820399,-62.19515897319089,27,170,197,4.32
16.385240500768724,15.360716892786378,-1.0245236079823457,-6.252722429886089,15.408536211392313,11.469477866976398,-3.9390583444159155,-25.564130754377366,1.0,1.0,0.0,0.0,149.0,47.20231292355335,-101.79768707644665,-68.3205953533199,0,214,214,4.7
96.47891036906853,96.50286803080279,0.02395766173425784,0.02483201939430148,6.98687481767957,6.339168850268613,-0.6477059674109569,-9.270324491459379,17.0,82.50516073370939,65.50516073370939,385.32447490417286,134.0,110.45266000442767,-23.54733999557233,-17.572641787740544,121,95,216,4.74
0.9755985064792444,0.9155901857482059,-0.060008320731038456,-6.150923800365116,0.8574992742186128,0.617128324737058,-0.2403709494815548,-28.031621332926527,0.0,0.0,0.0,,8.6,2.69059705491647,-5.90940294508353,-68.71398773352941,0,238,238,5.23
8.18047441247529,8.151942942484027,-0.02853146999126288,-0.34877524887495714,1.7563770611810121,1.6188069206007645,-0.13757014058024764,-7.832608590762599,1.6,4.667720290113266,3.067720290113266,191.7325181320791,18.6,11.693228534837314,-6.906771465162688,-37.1331799202295,60,166,226,4.96
